product_id,name,main_category,image,ratings,no_of_ratings,actual_price,source_file
P000001,BuddsBuddy Olive Oil Based Natural Wipes With Lid for Babies with the goodness of Aloe Vera & Olive Oil | Moisturizing wip...,Baby Products,https://m.media-amazon.com/images/I/41dGdNxNd0L._AC_UL320_.jpg,4.4,354.0,375.0,Baby Products.csv
P000002,Mamaearth Charcoal Nourishing Soap With Charcoal and Mint for Deep Cleansing - 5x75g,Baby Products,https://m.media-amazon.com/images/I/61WSTHJYSOS._AC_UL320_.jpg,4.0,1447.0,375.0,Baby Products.csv
P000003,NammaBaby Cotton Pajama Pants with All Over Print for Boys and Girls (Multicolor Designs)(Regular Fit)(Pack of 5),Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61PRmZPH96L._AC_UL320_.jpg,4.0,13156.0,1999.0,Baby Products.csv
P000004,"Luv Lap Baby Safety Electrical Socket Plug Cover Guards, White,5Pcs",Baby Products,https://m.media-amazon.com/images/I/81VP2LspH+L._AC_UL320_.jpg,4.2,1536.0,179.0,Baby Products.csv
P000005,Mamaearth Vitamin C Oil-Free Moisturizer For Face With Vitamin C & Gotu Kola For Skin Illumination - 80 Ml,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61f+TzAIssS._AC_UL320_.jpg,4.1,3395.0,319.0,Baby Products.csv
P000006,"Pigeon Peristaltic Nipple Y Cut,For 6+ Month Babies,BPS Free,BPA Free",Baby Products,https://m.media-amazon.com/images/I/613CSQdrPLS._AC_UL320_.jpg,4.2,246.0,99.0,Baby Products.csv
P000007,"BOFFLE® Cotton Swing Chair for Kids Baby's Children Folding and Washable1-6 Years with Safety Belt/Home,Garden Jhula for B...",Baby Products,https://m.media-amazon.com/images/I/81mNZb+RIiS._AC_UL320_.jpg,4.0,700.0,1599.0,Baby Products.csv
P000008,"Mommypure Dewy Love Natural Baby Face Cream With Cocoa Butter For Deep Moisturisation | Clean, Natural & Nourishing Protec...",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71O0hlzc1GS._AC_UL320_.jpg,4.1,260.0,449.0,Baby Products.csv
P000009,Niren Enterprise Bullfinch Floral Printed Modal Baby Frock for Kids Dress,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51+7Im3xCQL._AC_UL320_.jpg,5.0,1.0,1999.0,Baby Products.csv
P000010,PediflorKidz Anticavity Fluoride Green Apple and Orange Flavor Toothpaste for children | 70g x 2 pack | Family combo pack...,Baby Products,https://m.media-amazon.com/images/I/61isN10gczL._AC_UL320_.jpg,4.4,2090.0,220.0,Baby Products.csv
P000011,Funvention- for Little Scientist in Every Kid Fun Fidgets - Assorted - Pack of 24 (6 x 4 DIY Miniature Mechanical Models (...,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81nkZeHD3JL._AC_UL320_.jpg,3.9,26.0,3576.0,Baby Products.csv
P000012,DearJoy Baby Safety Helmet also used as Baby Head Protector + Kneepads (Orange Helmet & Pink Kneepads),Baby Products,https://m.media-amazon.com/images/I/61nsQ94WczL._AC_UL320_.jpg,3.8,6696.0,2000.0,Baby Products.csv
P000013,NHR Creative Puzzle Block 140 Pieces Smart DIY Stick Toys Assembly Colorful Educational Building Smart City Blocks with Wh...,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61JZ-KgMZGL._AC_UL320_.jpg,3.5,8.0,200.0,Baby Products.csv
P000014,Wowper Fresh Baby Diaper Pants | Medium Size Diapers | Diapers with Wetness Indicator | Upto 10 Hrs Absorption | 7-12 Kg |...,Baby Products,https://m.media-amazon.com/images/I/81lt0nR6k1L._AC_UL320_.jpg,3.7,3383.0,798.0,Baby Products.csv
P000015,"Mee Mee Reusable Water Proof Cotton Bed Protector Sheet /Extra Absorbent Mat/Dry Sheets/Urine Sheet/Dry Mat(Medium, Maroon)",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71u1mKQ3eGS._AC_UL320_.jpg,4.2,314.0,329.0,Baby Products.csv
P000016,AmBaby Pack of 12 Super Absorbent Full Padded New Born Baby Nappies Langot|Breathable Adjustable Washable Reusable Soft Ho...,Baby Products,https://m.media-amazon.com/images/I/513Av5EC2qL._AC_UL320_.jpg,3.9,1232.0,499.0,Baby Products.csv
P000017,"Baybee Stainless Steel Baby Spoon Set for Baby Feeding, Non Toxic BPA Free Training Feeding Spoon & Fork Set, Food Grade S...",Baby Products,https://m.media-amazon.com/images/I/71vDnt1tlwL._AC_UL320_.jpg,4.5,41.0,399.0,Baby Products.csv
P000018,"Mee Mee Ultra Thin Super Absorbent Disposable Nursing/Maternity | Breast Feeding/Breast Pads (White,12 Pads) |Leak Proof C...",Baby Products,https://m.media-amazon.com/images/I/51DDhYNrkqS._AC_UL320_.jpg,4.3,152.0,129.0,Baby Products.csv
P000019,Mamaearth Tan Removal Combo(Ubtan - Face Wash 100ml + Face Scrub 100g),Baby Products,https://m.media-amazon.com/images/I/61omWIwJUNL._AC_UL320_.jpg,4.2,2114.0,598.0,Baby Products.csv
P000020,Jack's Star Kids Soft Cotton Trackpants Lowers Pajama for Infants Toddler Boys and Girls with Bottom Ribs (Pack of 6),Baby Products,https://m.media-amazon.com/images/I/71V+ACZwygL._AC_UL320_.jpg,4.3,5956.0,1499.0,Baby Products.csv
P000021,"Mee Mee Advanced Digital Electric Breast Pump with 3 Modes - Massage, Suction & Let-Down |For Nursing & Breastfeeding (White)",Baby Products,https://m.media-amazon.com/images/I/61DyJK4laQL._AC_UL320_.jpg,3.6,23.0,2999.0,Baby Products.csv
P000022,"OYO BABY Baby Diaper Pants L Size (Large), with Aloe Vera Lotion for rash protection, Pack of 42 Count, with upto 12Hr pro...",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81IIYRSoEbL._AC_UL320_.jpg,4.3,97.0,649.0,Baby Products.csv
P000023,"Mee Mee Premium Baby Feeding Bottle (125 ml, Pink & Light Green)",Baby Products,https://m.media-amazon.com/images/I/513TiHCqsLL._AC_UL320_.jpg,4.1,326.0,400.0,Baby Products.csv
P000024,Hopscotch Boys Cotton and Polyester Suspender Style Bow Applique Romper in Gray Color,Baby Products,https://m.media-amazon.com/images/I/61Qvf5nAEuL._AC_UL320_.jpg,4.0,248.0,1199.0,Baby Products.csv
P000025,"SYGA Baby Hats for Spring Winter, Cute Rabbit Ears Head Hooded for Kids Babies for 1-3 Years",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61IVFisZmHL._AC_UL320_.jpg,4.0,212.0,699.0,Baby Products.csv
P000026,AJ DEZINES Kids Ethnic Wear Kurta Pyjama Waistcoat Set for Boys,Baby Products,https://m.media-amazon.com/images/I/8117QsRutiL._AC_UL320_.jpg,4.0,1708.0,2999.0,Baby Products.csv
P000027,"SafeMyles Foldable Baby Mosquito Net, Bottomless Net for Baby, for Safe & Easy Use | Ensures Your Baby's Safe Sleep - Upto...",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51sNT1RY6iL._AC_UL320_.jpg,4.5,644.0,1050.0,Baby Products.csv
P000028,"Huggies Complete Comfort Wonder Pants Extra Large (XL) Size Baby Diaper Pants Sumo Pack, 168 count, with 5 in 1 Comfort",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61FwmSEQZnL._AC_UL320_.jpg,4.2,215914.0,3899.0,Baby Products.csv
P000029,"Protinex Mama Nutritional Drink - (Chocolate Flavor, 400 Gms, Jar) with 28 Vital Nutrients to Support Healthy Birth Weigh...",Baby Products,https://m.media-amazon.com/images/I/81brHHi0t2L._AC_UL320_.jpg,4.3,6649.0,675.0,Baby Products.csv
P000030,"Mothercare All We Know Baby Lotion E 0M+ (300ml, Pack of 2)",Baby Products,https://m.media-amazon.com/images/I/514Opp46X0L._AC_UL320_.jpg,4.3,509.0,558.0,Baby Products.csv
P000031,"Mylo Essentials Premium 3 in 1 Comfortable & Adjustable Newborn Baby Carrier Backpack with Padded Shoulder Strap, Sturdy B...",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/712nxfYIlnL._AC_UL320_.jpg,3.6,117.0,1899.0,Baby Products.csv
P000032,FLIPZON Premium Baby Cushioned Potty Seat with Easy Grip Handles and Comfortable Seat / Toilet Seat with Handle for Kids /...,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81oKGgIWg8L._AC_UL320_.jpg,4.1,4998.0,649.0,Baby Products.csv
P000033,"PRIME DEALS Mix Cute Animals Swimming Water Toys Non-Toxic,BPA Free Colorful Soft Rubber Float Squeeze Sound Squeaky Bathi...",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61bau5ePI5L._AC_UL320_.jpg,4.0,346.0,899.0,Baby Products.csv
P000034,"SAFE-O-KID - 2 Meter Bedrail, Plain Washable Bed Rails Full Bed Size, (6.5 ft/ 78 inches/199 cms/x 2.1 ft/ 25 inches/63 cm...",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51lHjVuHP1L._AC_UL320_.jpg,3.9,726.0,6798.0,Baby Products.csv
P000035,DABUR Oil Lal Tail - 100 ml,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71oadPhxmzL._AC_UL320_.jpg,4.4,20873.0,120.0,Baby Products.csv
P000036,Fomti Women's Hosiery Cotton Nighty/Night Dress/Gown in Maternity Wear Printed Maxi,Baby Products,https://m.media-amazon.com/images/I/812iIMhm7KL._AC_UL320_.jpg,4.3,7.0,1299.0,Baby Products.csv
P000037,"BeyBee Baby Bed Protector Waterproof Dry Sheet for New Born Babies (Large (140cm X 100cm), Yellow)",Baby Products,https://m.media-amazon.com/images/I/71GWgT1CzoL._AC_UL320_.jpg,4.2,262.0,599.0,Baby Products.csv
P000038,"DEVICO Rai Mustard Seeds Pillow with Lavender, Baby-Round Head Shaping Baby Pillow,Neck Support Pillow Gifting 0-12 Months...",Baby Products,https://m.media-amazon.com/images/I/61GyYSfdIwL._AC_UL320_.jpg,4.5,6322.0,999.0,Baby Products.csv
P000039,Supples Baby Diaper Pants S(4-8kg) Super Jumbo Box (234 Piece) (78*Pack of 3),Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71v7fUoGdFL._AC_UL320_.jpg,4.0,127863.0,3147.0,Baby Products.csv
P000040,superbottoms Top & Shorts set | Tshirt with shorts | Evrydaywear™| Boys clothes | Girls clothes | Unisex | Cotton set comb...,Baby Products,https://m.media-amazon.com/images/I/61jGpJe35KL._AC_UL320_.jpg,4.2,139.0,449.0,Baby Products.csv
P000041,Mee Mee Protective Baby Nail Clipper Cutter with Skin Guard (Green)(Pack of 1),Baby Products,https://m.media-amazon.com/images/I/51mQp7S4WPL._AC_UL320_.jpg,4.0,1799.0,229.0,Baby Products.csv
P000042,"LuvLap Memory Foam Baby Head Shaping Pillow, Baby Pillow for Preventing Flat Head Syndrome, 25 cm X 21 cm X 4.2 cm, 0m+, B...",Baby Products,https://m.media-amazon.com/images/I/91xjLIsEDJL._AC_UL320_.jpg,4.2,81.0,649.0,Baby Products.csv
P000043,"abracadabra Cotton Head Shaping Mustard Seed Rai Pillow with Lavender Essential Oil (Size: 30 cm X 22 cm, 650 Grams, Sleep...",Baby Products,https://m.media-amazon.com/images/I/816syUd7EAL._AC_UL320_.jpg,4.2,418.0,699.0,Baby Products.csv
P000044,RSTER Silicon Corner Protector for Sharp Edges Table Corner Protector for Baby Bed Corners Edge Protector Child Safety Cor...,Baby Products,https://m.media-amazon.com/images/I/81GUj1sPquL._AC_UL320_.jpg,4.5,63.0,999.0,Baby Products.csv
P000045,EIO Boys and Girls Cotton Pajama Pants Pack of 6,Baby Products,https://m.media-amazon.com/images/I/71dX3VEYW4L._AC_UL320_.jpg,3.8,2621.0,1499.0,Baby Products.csv
P000046,"LuvLap Soft 100% Cotton Hooded Wrapper Cum Warm, Blanket, for New Born Baby to 3 Year Old, 75cmx75cm, Elephant Print (Pink)",Baby Products,https://m.media-amazon.com/images/I/61dC4dH0eKL._AC_UL320_.jpg,4.1,470.0,345.0,Baby Products.csv
P000047,"Goyal's Hammer Ball Toys for Kids- Pounding Game Set for Baby Kids and Toddlers for Early Development, Best Toy for 1 Year...",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/419dnysYn1L._AC_UL320_.jpg,5.0,1.0,1499.0,Baby Products.csv
P000048,MY ARMOR U Shaped Pregnancy Pillow for Sleeping | 6 Month Warranty | Full Body Pregnancy Pillows for Pregnant Women with W...,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71EuvaUO83L._AC_UL320_.jpg,4.4,522.0,3999.0,Baby Products.csv
P000049,"Softsens Baby Nourishing Bar Soap with Colloidal Oatmeal, Shea Butter & Vitamin E, 3 Soap x 100g",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51Z9P3PhnwL._AC_UL320_.jpg,4.2,166.0,199.0,Baby Products.csv
P000050,"HUG 'n' FEEL SOFT TOYS Mickey Mouse Stuffed Soft Toy for Kids (Multicolour, 26 cm) Lovely Toy Figure",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71XgfHJTzoL._AC_UL320_.jpg,4.1,428.0,899.0,Baby Products.csv
P000051,"Atogla Curatio Lotion for Baby, 400ml Intense Moisturizing Baby Lotion for All Skin Types, Protects Against Rashes & Preve...",Baby Products,https://m.media-amazon.com/images/I/612aps+NFML._AC_UL320_.jpg,4.4,39.0,950.0,Baby Products.csv
P000052,NewMom Women Lycra Non Padded Non-Wired Maternity Bra,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41Ev2w-42cL._AC_UL320_.jpg,3.7,542.0,995.0,Baby Products.csv
P000053,HUG 'n' FEEL SOFT TOYS Soft Toys Long Soft Lovable Huggable Cute Giant Life Size Teddy Child Safe Best for Birthday Gift V...,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41SwX1bwaBL._AC_UL320_.jpg,3.9,107.0,1199.0,Baby Products.csv
P000054,nauti nati Girls Dress,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Y8yOJBAKL._AC_UL320_.jpg,5.0,1.0,1499.0,Baby Products.csv
P000055,"Little's Baby Pants Diapers with Wetness Indicator & 12 Hours Absorption, Small, White, 4 - 8 kg, 84 Count",Baby Products,https://m.media-amazon.com/images/I/71ykoAado0L._AC_UL320_.jpg,4.0,61008.0,898.0,Baby Products.csv
P000056,Coolz Kids Chu-Chu Sound Musical First Walking Shoes Star-01A for Baby Boys and Baby Girls for 9-24 Months,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61zFr6JEJIL._AC_UL320_.jpg,4.2,1749.0,499.0,Baby Products.csv
P000057,Teddyy Baby Easy Pant Diapers Medium 74 Count (Pack of 1),Baby Products,https://m.media-amazon.com/images/I/61d+puG6IML._AC_UL320_.jpg,3.8,118.0,999.0,Baby Products.csv
P000058,Sophie la girafe So Pure Teething Ring,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61pm0nEIQCL._AC_UL320_.jpg,4.6,5033.0,1899.0,Baby Products.csv
P000059,Da Anushi Soft Cotton Washable & Reusable Multicolor Highly Absorbing/Comfortable and Easily Adjustable Feeding Bibs In Ap...,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71C7-AF9goS._AC_UL320_.jpg,4.0,340.0,300.0,Baby Products.csv
P000060,Silver Shine Mosquito Net Single Bed Foldable 2.4 mm Strong PVC Coated Steel Mosquito Protection (White Blue),Baby Products,https://m.media-amazon.com/images/I/71Jjl+R-NbL._AC_UL320_.jpg,3.8,65.0,1599.0,Baby Products.csv
P000061,Falkiya (pack Of 6) (0-2 Year) Baby Boy's and Girl's Cotton Anti Slip Grip Socks,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51n4W4h7GpL._AC_UL320_.jpg,3.3,3.0,699.0,Baby Products.csv
P000062,"Luv Lap Baby Laundry Liquid Detergent, Food Grade, Refill Pack 1000ml",Baby Products,https://m.media-amazon.com/images/I/81pSbo2KNbL._AC_UL320_.jpg,4.2,2521.0,470.0,Baby Products.csv
P000063,NYRWANA DELIVERING SMILES IN INIDA 6 Fairies Angel Princess Action Figures Birthday Christmas Gift (3.93-inch) 6 Fairy Dolls,Baby Products,https://m.media-amazon.com/images/I/61Ss5qAcdVL._AC_UL320_.jpg,4.1,332.0,849.0,Baby Products.csv
P000064,NammaBaby Cotton Pajama Pants with All Over Print for Boys and Girls (Multicolor Designs)(Regular Fit)(Pack of 5),Baby Products,https://m.media-amazon.com/images/I/61PRmZPH96L._AC_UL320_.jpg,4.0,13156.0,1999.0,Baby Products.csv
P000065,Fareto Baby Boy's & Baby Girl's T-Shirts | T-Shirt | Tees(Pack of 5),Baby Products,https://m.media-amazon.com/images/I/71VUkGHYMPL._AC_UL320_.jpg,4.0,3927.0,1999.0,Baby Products.csv
P000066,"Mamaearth Hydragel Indian Sunscreen Spf 50, With Aloe Vera & Raspberry, For Sun Protection - 50G",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51oSikddmsL._AC_UL320_.jpg,4.0,4897.0,399.0,Baby Products.csv
P000067,"Mamaearth Onion Hair Serum For Silky & Smooth Hair, Tames Frizzy Hair, with Onion & Biotin for Strong, Tangle Free & Friz...",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/514WSMlX5VL._AC_UL320_.jpg,3.9,7574.0,299.0,Baby Products.csv
P000068,Baby Bucket Baby Diaper Nappy Changing Baby Diaper Bag Mummy Bag Handbag-(Pack of 4 – Navy Blue-1),Baby Products,https://m.media-amazon.com/images/I/51hToX+TtKL._AC_UL320_.jpg,4.2,1181.0,1350.0,Baby Products.csv
P000069,Baby Safety net for Staircase|Railing Guard for Baby Safety Balcony|Child Safety net for Balcony|Staircase Baby Safety|Sta...,Baby Products,https://m.media-amazon.com/images/I/51GevDkTSHL._AC_UL320_.jpg,4.1,88.0,1700.0,Baby Products.csv
P000070,Whitewhale Men's Loose Fit Yoga Pant,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61SrZplP89L._AC_UL320_.jpg,3.2,217.0,999.0,Baby Products.csv
P000071,"Pigeon Peristaltic Nipple L,For 9+ Month Babies,BPS Free,BPA Free",Baby Products,https://m.media-amazon.com/images/I/61sT3fbRY8S._AC_UL320_.jpg,4.5,1289.0,99.0,Baby Products.csv
P000072,Khasala Brothers® Jhoomer Merry Go Round Hanging Toy for New Born Baby with Rattles Soothing Sound for Kids ( Multicolor ),Baby Products,https://m.media-amazon.com/images/I/41gD1rjwm5L._AC_UL320_.jpg,4.5,78.0,999.0,Baby Products.csv
P000073,Luke and Lilly Baby Girls Cotton Frock - Pack of 6,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71pO5cvJ39L._AC_UL320_.jpg,4.0,341.0,1299.0,Baby Products.csv
P000074,Baby Collection Printed Baby Vest for Kids Cotton Sleeveless Sando Baniyan Toddler Innerwear Baby Cloth for Boys & Girls P...,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51XEiSh0AIL._AC_UL320_.jpg,4.3,105.0,899.0,Baby Products.csv
P000075,Freshfoot Baby's Organic Cotton Ankle Socks For 0-12 Months- 6 Pairs,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71S31W-zkfL._AC_UL320_.jpg,3.8,613.0,799.0,Baby Products.csv
P000076,Baby Bucket Soft Cotton Baby Girl's & Boy's Panties Set of 6 (2-3 Years)-Dark-Coloured -10DC-2,Baby Products,https://m.media-amazon.com/images/I/61NscHnsTHL._AC_UL320_.jpg,4.4,101.0,699.0,Baby Products.csv
P000077,"HUNK SHOPPERS See and Spell Learning Toys, Matching Letter Spelling Game Sight Words Games Educational Preschool Toys Lear...",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71FqbfJsUpL._AC_UL320_.jpg,4.0,13.0,1999.0,Baby Products.csv
P000078,"OYO BABY Baby Bed Protector Dry Sheet for New Born Babies (Large (140cm x 100cm), Grey)",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81cem8Tq-+L._AC_UL320_.jpg,4.3,11146.0,595.0,Baby Products.csv
P000079,Kids Basket Baby Boys and Girls 100% Pure Cotton White Vest Inner wear Combo Pack of 5 and 10 pc,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51pti1PCYEL._AC_UL320_.jpg,4.0,1468.0,799.0,Baby Products.csv
P000080,Philips Avent My Bendy Straw Cup 300ml/10oz (12M+) (Assorted),Baby Products,https://m.media-amazon.com/images/I/810BH9eCq0L._AC_UL320_.jpg,4.2,4143.0,499.0,Baby Products.csv
P000081,"Pampers Premium Care Pants, Large size baby Diapers, (L) 88 Count,9-14 Kg, Softest ever Pampers Pants",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71usvQ68H6L._AC_UL320_.jpg,4.5,4985.0,2398.0,Baby Products.csv
P000082,"Pigeon by Stovekraft Hard Anodised Pressure Cooker 3 Litre (14547) Induction Base, Inner Lid, Black, Aluminium",Baby Products,https://m.media-amazon.com/images/I/41N4tLXZ5LL._AC_UL320_.jpg,4.2,1733.0,2549.0,Baby Products.csv
P000083,THE LITTLE LOOKERS Soft Plush Stretchable Baby Feeding Bottle Cover with Easy to Hold Strap | Cute Animated Overall Print ...,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81b1ZLB0Y7L._AC_UL320_.jpg,4.0,152.0,399.0,Baby Products.csv
P000084,Safe-O-Kid - Effective Finger Guard for Hinged Doors - Pack of 4,Baby Products,https://m.media-amazon.com/images/I/61WQJaBnU6S._AC_UL320_.jpg,3.5,572.0,1497.0,Baby Products.csv
P000085,minicult Cotton Pajama Pants with All Over Print for Boys and Girls (Multicolor Designs)(Regular Fit)(Pack of 5),Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71G6UQ0ZUeL._AC_UL320_.jpg,4.0,26549.0,2999.0,Baby Products.csv
P000086,"The Moms Co. Virgin Coconut Natural 10-in-1 Baby Hair Oil with Argan, Marula, Avocado, Bhringraj and Organic Amla, 200 ml",Baby Products,https://m.media-amazon.com/images/I/81zyJBWFS9L._AC_UL320_.jpg,4.3,929.0,495.0,Baby Products.csv
P000087,"LuvLap Instadry Extra Absorbent Quick Dry Sheet for Baby, Baby Bed Protector, Waterproof Baby Sheet - Royal Blue, 0m+ - La...",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91uB7JPYwYL._AC_UL320_.jpg,4.3,1282.0,549.0,Baby Products.csv
P000088,"BRANDONN New Born Baby Single Blanket Swaddle Wrapper Blanket for Babies Cum Baby Sleeping Bag(Grey,Pack of 1)",Baby Products,https://m.media-amazon.com/images/I/61Gv8W1B4qS._AC_UL320_.jpg,4.1,1615.0,999.0,Baby Products.csv
P000089,"Little's Comfy Baby Pants - Premium, 12 Hours Absorption, Wetness Indicator, Cotton Soft, Large,White, 62 Count",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81Z+SsmZNuL._AC_UL320_.jpg,3.9,1730.0,999.0,Baby Products.csv
P000090,"R for Rabbit Caramello Baby Kid Diaper Bag for Mother, Waterproof, Large Capacity Maternity Backpack for Travel (Black)",Baby Products,https://m.media-amazon.com/images/I/718QPkpZdtL._AC_UL320_.jpg,4.4,720.0,2799.0,Baby Products.csv
P000091,Mee Mee 2-in-1 Spout & Straw Sipper Cup (Red),Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/513fVpY36AL._AC_UL320_.jpg,4.2,3950.0,279.0,Baby Products.csv
P000092,"Bumtum Baby Diaper Pants with Double Leakage Protection - 9 to 14 Kg (62 Count, Large, Pack of 1)",Baby Products,https://m.media-amazon.com/images/I/61AVg1K6DgL._AC_UL320_.jpg,4.0,1232.0,1099.0,Baby Products.csv
P000093,"Jesa Homes Polyester Adults Mosquito Net for Dubble Bed, Strong 30GSM net, High Durability, Foldable, Tent Shape Mosquito ...",Baby Products,https://m.media-amazon.com/images/I/41Nt-japdJL._AC_UL320_.jpg,5.0,2.0,1999.0,Baby Products.csv
P000094,Tendercare Baby boy & Baby Girl Cotton Rabbit Dungaree Set with Tshirt || Baby boy Dresses for 0-6 Months || Newborn Baby ...,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81eyMRMmRRL._AC_UL320_.jpg,4.0,769.0,599.0,Baby Products.csv
P000095,"Nestlé Nan EXCELLAPRO 3 Follow-Up Formula Powder - After 12 months, Up to 24 months, Stage 3, 400g Bag-In-Box Pack",Baby Products,https://m.media-amazon.com/images/I/71rMxOUFlaL._AC_UL320_.jpg,4.5,633.0,845.0,Baby Products.csv
P000096,"Toddylon Baby Boy's & Girl's Cotton Mittens & Socks (Multicolour, 0-6 Months) Set of 6 Mitten and Set of 6 Booties",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71-ddn-nN2S._AC_UL320_.jpg,3.5,10.0,699.0,Baby Products.csv
P000097,"Haus and Kinder Newborn Nursing Feeding Pillow, Breastfeeding Pillows with Removable Cover, Infant Support for Baby and Mo...",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71MwJT9KGML._AC_UL320_.jpg,4.2,106.0,2599.0,Baby Products.csv
P000098,Muma's Love Baby Fruit Feeder Pacifier (1 Pcs) with 1 PCS Silicone Baby Food Dispensing Spoon 90ML and 1 pcs Fruit Teether...,Baby Products,https://m.media-amazon.com/images/I/51VRKzkBlDL._AC_UL320_.jpg,4.2,8.0,699.0,Baby Products.csv
P000099,"Dr. Brown's Natural Flow Standard Neck Feeding Bottle (Pack of 2, White)",Baby Products,https://m.media-amazon.com/images/I/61XtpJgTrVL._AC_UL320_.jpg,3.9,29.0,1499.0,Baby Products.csv
P000100,Philips Avent NATURAL 2.0 BOTTLE 260ml Single SCF033/10,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51fW74yIkUS._AC_UL320_.jpg,4.5,6507.0,515.0,Baby Products.csv
P000101,"LuvLap wipes for baby skinParaben Free, Fragrance Free, pH Balanced, Dermatologically Safe, Baby Wipes for Sensitive skin,...",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/716rTg8fHwL._AC_UL320_.jpg,4.2,676.0,297.0,Baby Products.csv
P000102,"MamyPoko Pants Extra Absorb NB114,Unisex Baby, Pack of 114",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61cwCLF5AoL._AC_UL320_.jpg,4.3,2054.0,1499.0,Baby Products.csv
P000103,"VRITRAZ Cartoon Character Printed Little Cap for Kids, Baby Girls and Boys 3-12 Years",Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71jv58-47nL._AC_UL320_.jpg,4.1,75.0,499.0,Baby Products.csv
